ERR1018240	ERR1018195	ERR1018209	ERR1018239	ERR1018238	ERR1018237	ERR1018236	ERR1018235	ERR1018234	ERR1018233	ERR1018232	ERR1018241	ERR1018193	ERR1018205	ERR1018203	ERR1018210	ERR1018199	ERR1018198	ERR1018208	ERR1018207	ERR1018186	ERR1018192	ERR1018189	ERR1018227	ERR1018224	ERR1018213	ERR1018201	ERR1018200	ERR1018202	ERR1018185	ERR1018212	ERR1018187	ERR1018197	ERR1018196	ERR1018190	ERR1018188	ERR1018191	ERR1018211	ERR1018194	ERR1018214	ERR1018225	ERR1018222	ERR1018226	ERR1018228	ERR1018216	ERR1018221	ERR1018229	ERR1018231	ERR1018218	ERR1018223	ERR1018215	ERR1018230	ERR1018219	ERR1018220	ERR1018279	ERR1018280	ERR1018281	ERR1018282	ERR1018283	ERR1018284	ERR1018285	ERR1018310	ERR1018286	ERR1018287	ERR1018288	ERR1018289	ERR1018290	ERR1018291	ERR1018311	ERR1018312	ERR1018292	ERR1018293	ERR1018242	ERR1018243	ERR1018308	ERR1018244	ERR1018245	ERR1018246	ERR1018309	ERR1018247	ERR1018248	ERR1018249	ERR1018250	ERR1018251	ERR1018252	ERR1018253	ERR1018254	ERR1018255	ERR1018256	ERR1018257	ERR1018258	ERR1018259	ERR1018260	ERR1018261	ERR1018262	ERR1018263	ERR1018264	ERR1018265	ERR1018266	ERR1018267	ERR1018268	ERR1018269	ERR1018270	ERR1018271	ERR1018272	ERR1018273	ERR1018274	ERR1018275	ERR1018276	ERR1018277	ERR1018278	ERR1018217	ERR1018206	ERR1018204	ERR1018305	ERR1018306	ERR1018307	ERR1018294	ERR1018298	ERR1018295	ERR1018299	ERR1018296	ERR1018300	ERR1018297	ERR1018301	ERR1018302	ERR1018303	ERR1018304
Roseburia intestinalis [Cluster1631]	910.655314391807	3.15427722778498	1.03044167478049	1.00188108111905	10.3171270827686	1.03207537001945	10.4696820719426	275.119083900726	0	97.6311848445778	49.9743124167774	0	1855.50759259368	3.17008134506301	287.172404847595	0	2.05158153564711	163.646059502531	2.0743883515082	1246.23555568394	4.14313208353823	683.3248502581	15.5746101754432	352.378939645572	3.04971857974103	0	9.23216038087815	1.96607946670207	2.0753863839878	11.335540284016	174.867776181583	2.20355411752484	1.05196799668908	74.688150749246	6.18812702608896	0	0	1.00225037580171	14.5874013643179	29.225874108041	163.299763375458	14.4795287145433	403.38846937564	2.00596056230634	3.14249307480603	0	49.4454097588272	1.04531789009834	21.6862898866845	26.9915833332579	429.474068650277	162.473440320814	21.8316595748428	8.26669885418342	4.15416642102623	1085.67669665907	9.96578314894864	0	5.22922594265539	993.423798039885	17.6637339417426	1.03159557652214	2748.53474193729	1.02184925988713	0	0	120.620058495408	19.9807017776379	10.0070492380819	196.547331166004	692.484628489229	15.1444159063305	4.00930827465529	0	453.191842571739	228.42676220792	673.928298665295	963.513946776443	240.134688902758	40.6017511979308	120.955221517194	329.227442619322	3122.74696470103	98.6157597825999	7.96487560680864	13.3308511646389	1.98224056863947	3.1184133683012	901.936868867186	1366.97928362966	0	613.127092263538	232.505752175352	0	673.075995281182	765.029555331387	52.2394740996672	338.257957788058	4.99922576585965	130.907416035185	182.398123671047	2.03736376631262	1909.31858829271	35.3597914272586	38.2263326596213	57.6213942928173	18.5801065220836	127.242193626243	783.594104184622	5.06116758420196	4007.44375755487	450.116739077179	0	0	3.08068171582604	8.37756406524633	22.6895833436079	0	14.5574125063322	18.7915213618023	1.04126864049784	22.7839114729391	1.04269224854459	1.03538675188454	1.03982288139633	170.625144192745	9.22896875411859	9859.97996462743
Roseburia inulinivorans [Cluster1632]	531.341871172762	378.211965498905	147.249968728456	12.8358112513587	9004.55349990262	1.01712705893574	818.846543724247	3059.54635093796	1.04226216013698	7.17380745301027	2931.56340619479	199.245444221179	2359.25293426781	14.5553894059898	258.741800208026	2.08213086430354	3.04791201815623	12.1774583013118	9.19954552698173	3.05888963326441	1622.36890441197	1.03612414562843	36.8742403399909	1319.36156709693	94.1926012331186	511.107346222422	185.276158323287	0.968801641668353	0	61.0239094320468	16.5126119646301	106.410282242619	46.8853785839865	726.347080035341	84.3625806299054	0	4.96178055910975	7.91225792441182	1710.47207971922	294.51061874945	554.180454133414	54.0980612164643	213.094406172044	56.4818611982756	79.3579501181079	175.486438332692	44.594783593376	359.808466499871	818.514582056904	91.0734185507468	384.5611971054	632.338527432663	324.853944516414	4079.79607370355	0	278.399028498187	47.2600763630992	29.8733633411636	261.278980117945	639.373339586178	571.72210242429	56.9326360199849	842.982863928726	0	524.376525597864	266.069353652603	67.2952600582177	9.3298955861732	1135.40815464972	0	472.130419803048	5.97002725094208	229.171832822656	0	289.824674069785	99.7836761426163	929.953821512343	297.203904592259	122.079971132952	298.677568301299	244.807701977017	1597.24449593989	2.01453116583563	288.093102436701	413.805429353827	130.317406975697	7.79479791038264	189.925309046621	428.115434022919	288.942730497949	1293.40518269722	628.190183955364	62.1465616834743	8.04650938349514	375.070302399312	250.992748251648	8.23970733660356	210.442974596946	14.7951257148349	231.520609794503	33.3981675499061	21.0824787568701	2407.2407394024	153.73962974938	389.101307072898	726.430967062326	752.597354979104	144.602088616185	1179.96478234566	301.865583053425	31.068824470271	3903.59151140856	17.6191845843208	0	645.669169071963	1110.80594920203	996.527992972861	11.2795683879619	80.3673378290315	515.776904341398	61.5712305886127	240.716621832585	0	281.716343088779	57.386692012942	0	581.778625485832	4.97334496112011
Roseburia hominis [Cluster1633]	927.033116656892	271.875571651854	0	1180.65916261551	12.2230436330609	0	0	561.149819540439	0	30.738758498271	3292.22621335251	0	37.0651112265214	9.35517023692774	76.3849035321029	0	2.03153617268665	2059.60925761452	27.593133363282	40.7770624690934	784.824069497184	5.17958770307175	45.0595292281346	993.131884052353	0	84.9577118762267	0	0	315.700176724478	110.246766357614	2407.15037295776	561.256591897867	210.421288226262	154.377358677733	2.03242791758866	172.994096261789	3.96863293692942	744.592579503037	550.433252569301	1.02955207273964	16.4168873942613	43.8821279346569	171.625153560718	20.8049573840277	27.8212649611922	51.3752852992472	43.5725756018265	177.306132672211	451.271003669898	122.771134850758	122.79348382024	28.3807635303064	24.5899944803306	305.450310732865	0	0	20.6721605208381	1714.77951530312	2.05690457181428	216.93101846496	142.389831364758	202.273846901568	15.9775312157882	0	12.1218951208695	16.3727654104227	123.866542749414	99.4990420079971	93.8574990961511	126.277996619857	204.577987025613	1.98961227226478	35.5540555160559	0	950.673539192615	1009.67325488432	33.9126633476668	47.502714813656	147.405643248589	288.356224122836	427.156660721104	53.055535263213	0	2.02842011376802	23.5292653540431	457.534991606569	620.537022740116	298.045524150452	36.2566645019637	78.5123308512815	1.00321743629376	58.1443108245457	31.5763812454738	1.00561311188546	276.950863832793	575.1314897362	0	164.195054950964	14.7921755402158	754.322421131041	133.994570971706	687.553251802291	17.2531323197424	180.351862581796	87.5812562391682	196.512561216488	211.784892325989	430.686758757271	202.559248968808	146.905272866296	0	3.01991938282418	4285.78874727474	0	1281.97447337984	8.24946668525386	129.116141841674	64.5882828156657	40.1756562188199	249.050933269966	0	38.916628320151	1.02738526203204	336.568538602948	46.1051108064382	0	244.379085943904	0
Butyrivibrio fibrisolvens [Cluster1634]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.04779366508307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.08893411740461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium proteoclasticum [Cluster1635]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00300132079832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.995391098495689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eubacterium cellulosolvens [Cluster1636]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01678128129036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shuttleworthia satelles [Cluster1637]	0	0	0	0.947316047194682	0	0	0	0	0	0	0	0	0	0	0.97734479197218	0	0	0	0	0	0	0	0	0	0.961207673732268	101.9094252438	0	0.929500847938217	0	0	0	0	0	0	0	0	0	0	1.97461489220685	0	0	0	0	0	0	0	0.972403041336964	0	0	0	0	0	0	0.977059132749915	0	2.913876899885	0.944643859566666	0	4.93464237832406	0	0	0	0	0	0	0	0	0	0	0	0	0.954640790796772	0	0	0	0	0	0	0.900981741088379	0	0	0	0	0	0	0	0	0	0	0	0	0.962012611957113	0	0	0.969959706046868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.96043075264547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.954318853235983
Clostridiales genomosp. BVAB3 [Cluster1638]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thermanaerovibrio acidaminovorans [Cluster1639]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unnamed Cyanothece sp. PCC 7425 [Cluster164]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aminomonas paucivorans [Cluster1640]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.995732148223986	0	0	1.03326068536908	0	0	0	0	0	0	1.01696583830838	0	0	0	0	0	0	0	0	0	0.987934522732719	0	0	0	1.02807728420399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pyramidobacter piscolens [Cluster1641]	0	0	206.355735772862	0	0	0	0	0	0	0	0	7.18961459258689	0	0	0	0	0	2.03160231326203	0	0	0	0	0	0	0	0	0	0	43.1015913067366	0	0	1.08690307480106	1.04293732712277	1.03733072920935	0	0	0	50.4247200759049	0	0	0	70.4998544010036	0	0	42.297711489656	0	0	1.02611859964335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.18357925394024	0	0	0	0	0	0	0	0	0	0	1.02152091368235	4.03308415472143	0	0	0	39.0128935143327	2.05087653716714	0	4.03109622391671	1.00441913416115	0	0	0	1.01198032018386	0	29.8987543667942	3.08234503111557	0	0	0	0	0	0	0	65.9207057631778	0	9.109915230758	0	0	1.00203855326916	0	0	0	0	0	0	1.02643888087336	121.629050205095	0	2.05442303967062	0	1.0286159091816	0	1212.47819915552	3.08241031340132	0	0
Jonquetella anthropi [Cluster1642]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dethiosulfovibrio peptidovorans [Cluster1643]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thermovirga lienii [Cluster1644]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anaerobaculum hydrogeniformans [Cluster1645]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aminobacterium colombiense [Cluster1646]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sulfobacillus acidophilus [Cluster1647]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Selenomonas artemidis [Cluster1648]	1.01746534141977	0	0	0	0	2.02560206505707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.02467564892372	0	0	0	0	0	0	0	0	1.02073542917123	0	0	0	0	0	0	0	0	0	0	1.02428233498525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00304607342013	0	0	0	0	0	0	0	0	0	0	0	0	1.99117594347021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Selenomonas flueggei [Cluster1649]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.55457676655491	0.506096543029494	0	0	0	0	0	0	0	0	0	0	0	0	0	0.496214645848713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00855738635116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acaryochloris marina [Cluster165]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unnamed Selenomonas sp. oral taxon 149 [Cluster1650]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57918922971574	0.514249396834527	1.02904339028706	0	0	0	0	0	0	0	0	0	0	0	0	0.504208309348772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01664850056176	1.02187147473148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01770386980939	0	0	0	0	0	0	0	0	0	0	0	0	0
Selenomonas noxia [Cluster1651]	0	0	0	0	0	0	0	0	0	0	1.97099921532107	0	0	0	1.018871710123	0	0	0	0	0	3.06295390776833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00746651361459	0	0	0	0	0	1.00753137662825	0	1.00361768262781	0	0	0	1.01117283538818	0	0	0	0	0	0	1.00412782467439	0	0	0	0	0	0	0	0.999754303334424	0	4.02816562400778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Centipeda periodontii [Cluster1652]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.02420066530643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.03697301550401	0	0	0	0	0	0	0	0	0	0	0	0
Mitsuokella multacida [Cluster1653]	0	0	0	0	0	0	0	0	0	4.11903470591394	0.990041990621697	0	0	0	0	0	0	0	0	0	0	0	0	1.02055981052547	0	0	1.01580046939184	0	0	0	2.07400391760158	54.5520791751353	0	0	0	0	0	0	0	1.03471014925637	173.240931455574	0	1.98258619562574	1.9913514892814	1.03557963171067	1.94840288710042	0	0	0	0	0	0	0	0	0	0	0	1.03497296752237	294.577382953895	0	0	1192.99571703895	31.1115592492799	0	1.01521883819573	0	0	0	111.207425571831	0	0	0	0	214.919061374791	0	30.6929380503299	0	481.470082337825	0	0	110.622560124163	0	0	0	16.7500627735383	1525.65200525074	0	0	0	1.01161127182359	0	1.00751060322402	0	2.02130250745715	0	0	1.03491714894114	0	0	1637.62187682645	0	0	1.01997475637755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.03034716518931	0	1.03033319058306	0	0	0	0	0	0	0	0
Selenomonas sputigena [Cluster1654]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.02384396476913	0	2.05471584388782	0	0	0	0	0	0	4.05870189291757	1.03513498187956	0	0	0	0	0.191314855193995	0	0	0	0	0	4.09512361248629	0	0	0	0	0	0	0	2.05273468452542	0	0	0	1.02142649084838	0	1.01539779147823	0	0	0	0	0	0	0	0	0	0	0	2.07953130488642	0	1.03505960788298	2.04998742163366	0	0	0	0	0	0	0	0.472683674661803	2.74692001933502	0	0	0	2.03491235658064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.03697640845649	0	0	0	0	0	0	0	3.04271290197152	0	0	0	0	0	0	0	0	0	5.14246084646394	0	0	0	0	0	0	2.05567451885299	0	1.01306303906127	0
Acetonema longum [Cluster1655]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thermosinus carboxydivorans [Cluster1656]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acidaminococcus intestini [Cluster1657]	0	0	0	0	0	0	0	2.04399160943281	0	0	9.92431155576899	0	0	0	0	0	6238.55408823123	4.08851838862544	18.5305432448135	4.10802523972678	2.05633153819403	1.04361990428931	0	0	0	1.0189214100262	0	0	0	157.943491885994	1.03950444734361	0	0	0	0	0	0	0	0	2398.05616919165	1118.46988396645	0	0	1133.84124136586	0	1.95310476433449	2.04170004767202	0	0	1.03069979815875	16.2254316380926	3.06340534128847	0	177.45928341755	0	0	0.991707826447449	1.0374705597124	2.07219828626128	1006.28264813534	0	1590.31578456632	0	0	0	1.03090637047974	0	0	0	0	0	0	0	0	0	0	0	0	0	15.5071302929943	0	0	0	0	295.318156961524	0	0	0	0	0	0	0	1.02616649339959	0	35.6399734915242	0	0	0	0	0	0	459.093439697996	259.7004264851	440.818227372917	0	0	0	1.01851888850478	0	0	0	0	0	0	0	0	762.04894981627	690.978953358963	24.0918895878731	0	0	0	0	1.02270184962898	45.415740483128	0	0	1431.31483912137
Acidaminococcus fermentans [Cluster1658]	0	0	1.02183471140426	0	0	0	0	0	0	0	29.7429833425784	0	0	44.9839607051148	0	0	0	0	0	0	0	88.6184526641344	0	0	0	0	20.3445488351005	0.974828703858142	1.03158295755781	0	0	0	4.19351641305074	0	0	0	0	0	1.03545428724393	1.03616368548852	2.06528924047311	0	14.8902846420416	2.99122333880619	0	0	100.962482662788	0	0	0	1.01296756736594	0	0	1.02470620665283	0	11.2052396459154	0	0	116.961422468823	0	0	4.09191589983378	10.0500851704768	0	0	0	0	0	0	0	11.3111336873584	0	0	0	0	0	0	64.0827546927663	0	0	25.4077890064555	0	9.12178741616481	5.10361572875105	0.986681933160464	0	0	9.27709865262209	4.05438875459558	0	0	0	0	0	3.05178171210171	0	0	1.03280930235186	0	0	0	0	0	0	0	0	0	0	5.12211183137529	0	8.05813544182256	0	0	0	0	0	0	0	0	0	0	0	13.4417784784625	0	0	0	0	0
Phascolarctobacterium succinatutens [Cluster1659]	0	0	0	0	0	0	0	0	0	6.76711474402235	0	0	4.53325365332663	0	0	0	0	0	0	0	0	0	1.12725246966585	0	1.10256174339878	0	0	5.33096074552801	461.460612796717	1690.04533899091	9.08628581986996	96.7928221325634	2.29327176099998	0	0	0	0	77.1789711609545	0	0	996.15436826327	1060.42129358238	3.25716805844133	1.09052281952526	0	0	8.9232279087392	0	2.24218117554135	1.12616557154769	0	0	2.2556120558761	0	0	0	2.16712414841765	150.763939718079	0	0	3.38277141516727	0	2033.5209097519	0	0	0	0	0	0	0	0	1.09502914238453	2106.82100736771	0	639.071462007881	608.462570625062	1.06654964686159	1116.96999630904	0	0	683.611174370407	2846.63653649194	0	0	1.0791562934457	0	436.425277275082	964.725290676136	0	3.32392904723422	1.10428784965172	1.10348505489198	0	787.023590120967	0	0	0	0	0	0	2666.45009282439	0	1.11713653079982	1305.05418879549	0	0	1.12077610570047	0	0	7006.57160013193	1.10167056921098	0	0	0	1640.73811717633	0	1650.6540492084	2.25699400978694	135.82841128351	1.12848169908022	0	308.879719866243	1.13089049365467	1290.62799410969	0	1.12963076235201	0	0
unnamed Synechococcus sp. PCC 7335 [Cluster166]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thermaerobacter marianensis [Cluster1660]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.99444777466213	0	0	0	0	0	0	0	0.97949870520665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.94826564183772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.983541312361583	0	0	0	0	0	0	0	0	0	0	0	0	0	1.96801238441901	0	0	0	0	0	0	0	0	0	0
Thermaerobacter subterraneus [Cluster1661]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.981383222122997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.973374232350023	0	0	0	0	0	0.996416021997928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.997548323154048	0	0	0	0	0
